SFM Id,Allergens,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98
89995, Ingredient 136, Ingredient 1586, Ingredient 1598, Ingredient 1609, Ingredient 2269, Ingredient 9312, Ingredient 9314, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89997, Ingredient 62, Ingredient 201, Ingredient 215, Ingredient 459, Ingredient 1588, Ingredient 1605, Ingredient 1997, Ingredient 2047, Ingredient 5467, Ingredient 28559, Ingredient 83935, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89999, Ingredient 800, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90000, Ingredient 136, Ingredient 1590, Ingredient 5986, Ingredient 9312, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90002, Ingredient 9310, Ingredient 138878, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90003, Ingredient 3793, Ingredient 61707, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90005, Ingredient 1605, Ingredient 2761, Ingredient 9308, Ingredient 9344, Ingredient 131996, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90011, Ingredient 227, Ingredient 1590, Ingredient 1605, Ingredient 8140, Ingredient 9308, Ingredient 9314, Ingredient 44465, Ingredient 134800, Ingredient 137787, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90012, Ingredient 614, Ingredient 800, Ingredient 1611, Ingredient 1997, Ingredient 2048, Ingredient 132762, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90016, Ingredient 8140, Ingredient 30442, Ingredient 614, Ingredient 257, Ingredient 1601, Ingredient 1605, Ingredient 7044, Ingredient 61708, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90017, Ingredient 1149, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90018, Ingredient 227, Ingredient 1605, Ingredient 2023, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90019, Ingredient 124, Ingredient 1530, Ingredient 68, Ingredient 5986, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90020, Ingredient 257, Ingredient 459, Ingredient 800, Ingredient 1107, Ingredient 1453, Ingredient 1496, Ingredient 1607, Ingredient 2269, Ingredient 5467, Ingredient 134800, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90021, Ingredient 1605, Ingredient 9314, Ingredient 10541, Ingredient 44465, Ingredient 144962, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90022, Ingredient 257, Ingredient 1586, Ingredient 2536, Ingredient 5986, Ingredient 1601, Ingredient 6841, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90023, Ingredient 62, Ingredient 1605, Ingredient 1893, Ingredient 2023, Ingredient 5986, Ingredient 9341, Ingredient 28559, Ingredient 44465, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90024, Ingredient 459, Ingredient 1605, Ingredient 9355, Ingredient 51508, Ingredient 144962, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90025, Ingredient 201, Ingredient 5467, Ingredient 83935, Ingredient 607, Ingredient 1997, Ingredient 6020, Ingredient 9314, Ingredient 28559, Ingredient 44465, Ingredient 68271, Ingredient 73771, Ingredient 133629, Ingredient 5405, Ingredient 6416, Ingredient 7737, Ingredient 13891, Ingredient 38080, Ingredient 95438, Ingredient 215, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90026, Ingredient 4550, Ingredient 7086, Ingredient 33173, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90030, Ingredient 263, Ingredient 4550, Ingredient 33173, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90031, Ingredient 204, Ingredient 227, Ingredient 800, Ingredient 1589, Ingredient 1604, Ingredient 9308, Ingredient 103637, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90032, Ingredient 201, Ingredient 1605, Ingredient 9275, Ingredient 35361, Ingredient 83935, Ingredient 80, Ingredient 119, Ingredient 124, Ingredient 136, Ingredient 159, Ingredient 185, Ingredient 190, Ingredient 204, Ingredient 205, Ingredient 227, Ingredient 263, Ingredient 322, Ingredient 459, Ingredient 598, Ingredient 607, Ingredient 613, Ingredient 614, Ingredient 634, Ingredient 800, Ingredient 1107, Ingredient 1153, Ingredient 1453, Ingredient 1589, Ingredient 1590, Ingredient 1592, Ingredient 1596, Ingredient 1598, Ingredient 1610, Ingredient 1613, Ingredient 1826, Ingredient 1827, Ingredient 1967, Ingredient 1995, Ingredient 1997, Ingredient 2023, Ingredient 2042, Ingredient 3799, Ingredient 3962, Ingredient 4185, Ingredient 5236, Ingredient 5405, Ingredient 5468, Ingredient 6096, Ingredient 6416, Ingredient 6509, Ingredient 6841, Ingredient 7086, Ingredient 7454, Ingredient 7737, Ingredient 8376, Ingredient 9314, Ingredient 9315, Ingredient 9338, Ingredient 9344, Ingredient 9357, Ingredient 9358, Ingredient 9456, Ingredient 11661, Ingredient 12344, Ingredient 12522, Ingredient 13891, Ingredient 24061, Ingredient 26803, Ingredient 28559, Ingredient 30442, Ingredient 38080, Ingredient 41609, Ingredient 44465, Ingredient 68271, Ingredient 73771, Ingredient 95438, Ingredient 105017, Ingredient 132762, Ingredient 144962, ,,,,,,,,,,,,,,,,,,
90033, Ingredient 1605, Ingredient 131996, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90035, Ingredient 124, Ingredient 1589, Ingredient 1605, Ingredient 1607, Ingredient 1893, Ingredient 2023, Ingredient 2536, Ingredient 4929, Ingredient 9341, Ingredient 103637, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90039, Ingredient 614, Ingredient 7086, Ingredient 9315, Ingredient 9338, Ingredient 33173, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90040, Ingredient 240, Ingredient 3793, Ingredient 33172, Ingredient 61707, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90041, Ingredient 607, Ingredient 2536, Ingredient 4550, Ingredient 5986, Ingredient 51508, Ingredient 103637, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90042, Ingredient 9276, Ingredient 9308, Ingredient 9341, Ingredient 51508, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90044, Ingredient 9308, Ingredient 9314, Ingredient 9338, Ingredient 9339, Ingredient 51508, Ingredient 61707, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90047, Ingredient 183, Ingredient 188, Ingredient 1605, Ingredient 4613, Ingredient 5500, Ingredient 9400, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90048, Ingredient 1487, Ingredient 1968, Ingredient 9308, Ingredient 9314, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90049, Ingredient 124, Ingredient 201, Ingredient 1589, Ingredient 1604, Ingredient 3793, Ingredient 6509, Ingredient 9308, Ingredient 9312, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90051, Ingredient 33173, Ingredient 41609, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90052, Ingredient 131996, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90058, Ingredient 459, Ingredient 1609, Ingredient 3793, Ingredient 7086, Ingredient 9312, Ingredient 9344, Ingredient 9351, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90060, Ingredient 149, Ingredient 192, Ingredient 196, Ingredient 1605, Ingredient 4617, Ingredient 5468, Ingredient 9391, Ingredient 9400, Ingredient 83935, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90062, Ingredient 201, Ingredient 2008, Ingredient 2042, Ingredient 3793, Ingredient 4550, Ingredient 5986, Ingredient 9338, Ingredient 33173, Ingredient 144962, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90065, Ingredient 1605, Ingredient 3793, Ingredient 9116, Ingredient 9314, Ingredient 69227, Ingredient 75912, Ingredient 6096, Ingredient 7086, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90066, Ingredient 136, Ingredient 201, Ingredient 204, Ingredient 800, Ingredient 1586, Ingredient 1590, Ingredient 5467, Ingredient 61707, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90069, Ingredient 1605, Ingredient 1609, Ingredient 7086, Ingredient 144962, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90072, Ingredient 459, Ingredient 7086, Ingredient 9338, Ingredient 33173, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90073, Ingredient 1605, Ingredient 7086, Ingredient 9312, Ingredient 144962, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90075, Ingredient 240, Ingredient 2023, Ingredient 2046, Ingredient 26137, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90077, Ingredient 598, Ingredient 9308, Ingredient 28559, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90078, Ingredient 213, Ingredient 1598, Ingredient 9314, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90080, Ingredient 4550, Ingredient 9314, Ingredient 33172, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90081, Ingredient 201, Ingredient 1605, Ingredient 6416, Ingredient 7737, Ingredient 124737, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90086, Ingredient 263, Ingredient 6096, Ingredient 6416, Ingredient 7737, Ingredient 9314, Ingredient 9338, Ingredient 10541, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90087, Ingredient 201, Ingredient 1605, Ingredient 1997, Ingredient 2047, Ingredient 5405, Ingredient 5467, Ingredient 6416, Ingredient 7737, Ingredient 9314, Ingredient 13891, Ingredient 38080, Ingredient 61707, Ingredient 83935, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90089, Ingredient 459, Ingredient 1605, Ingredient 5236, Ingredient 7086, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90091, Ingredient 799, Ingredient 5986, Ingredient 9312, Ingredient 10541, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90100, Ingredient 62, Ingredient 5986, Ingredient 28559, Ingredient 61707, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90105, Ingredient 1149, Ingredient 1827, Ingredient 4617, Ingredient 5467, Ingredient 69227, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90108, Ingredient 459, Ingredient 1590, Ingredient 1601, Ingredient 1607, Ingredient 5271, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90113, Ingredient 3793, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90115, Ingredient 2023, Ingredient 2269, Ingredient 131996, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90116, Ingredient 136, Ingredient 204, Ingredient 1605, Ingredient 9314, Ingredient 9344, Ingredient 134800, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90118, Ingredient 5986, Ingredient 7086, Ingredient 9207, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90121, Ingredient 1605, Ingredient 1607, Ingredient 2023, Ingredient 5986, Ingredient 9314, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90123, Ingredient 1588, Ingredient 9116, Ingredient 28559, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90125, Ingredient 5986, Ingredient 103637, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90127, Ingredient 203, Ingredient 1605, Ingredient 1609, Ingredient 9344, Ingredient 69227, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90131, Ingredient 1589, Ingredient 1604, Ingredient 2023, Ingredient 5823, Ingredient 5825, Ingredient 9308, Ingredient 9314, Ingredient 9344, Ingredient 1605, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90132, Ingredient 124, Ingredient 1607, Ingredient 6841, Ingredient 9338, Ingredient 134800, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90133, Ingredient 227, Ingredient 1598, Ingredient 9314, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90134, Ingredient 2042, Ingredient 7086, Ingredient 68258, Ingredient 68271, Ingredient 83935, Ingredient 124737, Ingredient 134800, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90137, Ingredient 9308, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90138, Ingredient 201, Ingredient 800, Ingredient 3793, Ingredient 10541, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90140, Ingredient 459, Ingredient 1827, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90143, Ingredient 459, Ingredient 800, Ingredient 1601, Ingredient 1609, Ingredient 5823, Ingredient 9315, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90146, Ingredient 233, Ingredient 459, Ingredient 5236, Ingredient 7651, Ingredient 8512, Ingredient 9308, Ingredient 9314, Ingredient 19236, Ingredient 30442, Ingredient 105017, Ingredient 137789, Ingredient 137790, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90147, Ingredient 227, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90149, Ingredient 33172, Ingredient 68271, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90151, Ingredient 9314, Ingredient 28559, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90153, Ingredient 227, Ingredient 615, Ingredient 1598, Ingredient 1610, Ingredient 2269, Ingredient 5986, Ingredient 9308, Ingredient 9314, Ingredient 9344, Ingredient 10539, Ingredient 10541, Ingredient 28559, Ingredient 44465, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90154, Ingredient 2269, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90155, Ingredient 2293, Ingredient 3497, Ingredient 9308, Ingredient 9314, Ingredient 41622, Ingredient 41987, Ingredient 121146, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90156, Ingredient 4617, Ingredient 28559, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90158, Ingredient 800, Ingredient 5986, Ingredient 44465, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90159, Ingredient 221, Ingredient 1605, Ingredient 2023, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90160, Ingredient 1605, Ingredient 1615, Ingredient 9308, Ingredient 9314, Ingredient 9339, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90161, Ingredient 1601, Ingredient 1607, Ingredient 203, Ingredient 1597, Ingredient 1605, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90166, Ingredient 1589, Ingredient 5986, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90167, Ingredient 5467, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90168, Ingredient 2023, Ingredient 7086, Ingredient 8469, Ingredient 11661, Ingredient 41609, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90169, Ingredient 205, Ingredient 614, Ingredient 800, Ingredient 1149, Ingredient 1153, Ingredient 1601, Ingredient 1605, Ingredient 2042, Ingredient 4617, Ingredient 5272, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
